[runlim] version:		1.10
[runlim] sample:		393.2 time, 400.0 real, 153.3 MB
[runlim] sample:		403.0 time, 410.0 real, 153.3 MB
[runlim] sample:		412.8 time, 420.0 real, 153.3 MB
[runlim] sample:		422.6 time, 430.0 real, 153.3 MB
[runlim] sample:		432.5 time, 440.0 real, 153.3 MB
[runlim] sample:		442.4 time, 450.0 real, 153.3 MB
[runlim] sample:		452.3 time, 460.0 real, 153.6 MB
[runlim] sample:		462.2 time, 470.0 real, 153.6 MB
[runlim] sample:		472.1 time, 480.0 real, 153.6 MB
[runlim] sample:		482.0 time, 490.0 real, 153.6 MB
[runlim] sample:		492.0 time, 500.0 real, 153.6 MB
[runlim] sample:		502.0 time, 510.0 real, 153.6 MB
[runlim] sample:		512.0 time, 520.0 real, 154.5 MB
[runlim] sample:		521.8 time, 530.0 real, 152.3 MB
[runlim] sample:		531.6 time, 540.0 real, 152.5 MB
[runlim] sample:		541.5 time, 550.0 real, 153.3 MB
[runlim] sample:		551.4 time, 560.0 real, 156.5 MB
[runlim] sample:		561.3 time, 570.0 real, 156.5 MB
[runlim] sample:		571.2 time, 580.0 real, 156.5 MB
[runlim] sample:		581.0 time, 590.0 real, 156.7 MB
[runlim] sample:		590.9 time, 600.0 real, 156.9 MB
[runlim] sample:		600.8 time, 610.0 real, 156.9 MB
[runlim] sample:		610.7 time, 620.0 real, 156.9 MB
[runlim] sample:		620.6 time, 630.0 real, 156.9 MB
[runlim] sample:		630.5 time, 640.0 real, 156.9 MB
[runlim] sample:		640.5 time, 650.0 real, 156.9 MB
[runlim] sample:		650.3 time, 660.0 real, 156.9 MB
[runlim] sample:		660.1 time, 670.0 real, 156.9 MB
[runlim] sample:		670.0 time, 680.0 real, 156.9 MB
[runlim] sample:		679.9 time, 690.0 real, 156.9 MB
[runlim] sample:		689.8 time, 700.0 real, 156.9 MB
[runlim] sample:		699.7 time, 710.0 real, 157.0 MB
[runlim] sample:		709.6 time, 720.0 real, 157.0 MB
[runlim] sample:		719.6 time, 730.0 real, 162.8 MB
[runlim] sample:		729.5 time, 740.0 real, 162.8 MB
[runlim] sample:		739.3 time, 750.0 real, 162.8 MB
[runlim] sample:		749.2 time, 760.0 real, 163.8 MB
[runlim] sample:		759.0 time, 770.0 real, 164.5 MB
[runlim] sample:		768.8 time, 780.0 real, 158.1 MB
[runlim] sample:		778.7 time, 790.0 real, 158.1 MB
[runlim] sample:		788.5 time, 800.0 real, 158.1 MB
[runlim] sample:		798.4 time, 810.0 real, 158.2 MB
[runlim] sample:		808.3 time, 820.0 real, 158.2 MB
[runlim] sample:		818.1 time, 830.0 real, 158.2 MB
[runlim] sample:		828.1 time, 840.0 real, 158.2 MB
[runlim] sample:		837.9 time, 850.0 real, 158.2 MB
[runlim] sample:		847.8 time, 860.0 real, 158.2 MB
[runlim] sample:		857.6 time, 870.0 real, 158.2 MB
[runlim] sample:		867.4 time, 880.0 real, 158.2 MB
[runlim] sample:		877.3 time, 890.0 real, 158.2 MB
[runlim] sample:		887.2 time, 900.0 real, 158.2 MB
[runlim] sample:		897.2 time, 910.0 real, 158.2 MB
[runlim] sample:		907.2 time, 920.0 real, 158.2 MB
[runlim] sample:		917.1 time, 930.0 real, 158.2 MB
[runlim] sample:		927.0 time, 940.0 real, 158.2 MB
[runlim] sample:		936.8 time, 950.0 real, 158.2 MB
[runlim] sample:		946.7 time, 960.0 real, 162.1 MB
[runlim] sample:		956.5 time, 970.0 real, 162.1 MB
[runlim] sample:		966.5 time, 980.0 real, 162.1 MB
[runlim] sample:		976.3 time, 990.0 real, 166.9 MB
[runlim] sample:		986.1 time, 1000.0 real, 171.1 MB
[runlim] sample:		996.0 time, 1010.0 real, 178.5 MB
[runlim] sample:		1005.9 time, 1020.0 real, 185.1 MB
[runlim] sample:		1015.8 time, 1030.0 real, 185.2 MB
[runlim] sample:		1025.6 time, 1040.0 real, 185.2 MB
[runlim] sample:		1035.6 time, 1050.0 real, 187.6 MB
[runlim] sample:		1045.5 time, 1060.0 real, 192.1 MB
[runlim] sample:		1055.3 time, 1070.0 real, 193.6 MB
[runlim] sample:		1065.2 time, 1080.0 real, 193.6 MB
[runlim] sample:		1075.2 time, 1090.0 real, 193.6 MB
[runlim] sample:		1085.2 time, 1100.0 real, 193.6 MB
[runlim] sample:		1095.0 time, 1110.0 real, 194.0 MB
[runlim] sample:		1104.8 time, 1120.0 real, 194.0 MB
[runlim] sample:		1114.7 time, 1130.0 real, 194.1 MB
[runlim] sample:		1124.6 time, 1140.0 real, 194.1 MB
[runlim] sample:		1134.4 time, 1150.0 real, 194.1 MB
[runlim] sample:		1144.4 time, 1160.0 real, 194.1 MB
[runlim] sample:		1154.3 time, 1170.0 real, 194.1 MB
[runlim] sample:		1164.2 time, 1180.0 real, 194.1 MB
[runlim] sample:		1174.1 time, 1190.0 real, 194.6 MB
[runlim] sample:		1184.1 time, 1200.0 real, 200.9 MB
[runlim] sample:		1193.9 time, 1210.0 real, 201.0 MB
[runlim] sample:		1203.5 time, 1220.0 real, 202.2 MB
[runlim] sample:		1213.3 time, 1230.0 real, 203.7 MB
[runlim] sample:		1223.3 time, 1240.0 real, 206.0 MB
[runlim] sample:		1233.1 time, 1250.0 real, 212.4 MB
[runlim] sample:		1243.0 time, 1260.0 real, 212.4 MB
[runlim] sample:		1252.9 time, 1270.0 real, 212.4 MB
[runlim] sample:		1262.8 time, 1280.0 real, 212.4 MB
[runlim] sample:		1272.7 time, 1290.0 real, 212.4 MB
[runlim] sample:		1282.5 time, 1300.0 real, 212.4 MB
[runlim] sample:		1292.4 time, 1310.0 real, 212.4 MB
[runlim] sample:		1302.2 time, 1320.0 real, 212.4 MB
[runlim] sample:		1312.2 time, 1330.0 real, 212.6 MB
[runlim] sample:		1322.1 time, 1340.0 real, 212.9 MB
[runlim] sample:		1332.1 time, 1350.0 real, 213.9 MB
[runlim] sample:		1342.0 time, 1360.0 real, 214.2 MB
[runlim] sample:		1351.9 time, 1370.0 real, 225.1 MB
[runlim] sample:		1361.9 time, 1380.0 real, 227.7 MB
[runlim] sample:		1371.8 time, 1390.0 real, 235.2 MB
[runlim] sample:		1381.7 time, 1400.0 real, 235.4 MB
[runlim] sample:		1391.7 time, 1410.0 real, 236.5 MB
[runlim] sample:		1401.5 time, 1420.0 real, 236.9 MB
[runlim] sample:		1411.3 time, 1430.0 real, 239.1 MB
[runlim] sample:		1421.3 time, 1440.0 real, 247.5 MB
[runlim] sample:		1430.7 time, 1450.0 real, 253.1 MB
[runlim] sample:		1440.4 time, 1460.0 real, 256.6 MB
[runlim] sample:		1450.3 time, 1470.0 real, 260.4 MB
[runlim] sample:		1460.1 time, 1480.0 real, 262.6 MB
[runlim] sample:		1469.8 time, 1490.0 real, 266.2 MB
[runlim] sample:		1479.8 time, 1500.0 real, 271.4 MB
[runlim] sample:		1489.6 time, 1510.0 real, 271.4 MB
[runlim] sample:		1499.5 time, 1520.0 real, 271.4 MB
[runlim] sample:		1509.5 time, 1530.0 real, 271.4 MB
[runlim] sample:		1519.3 time, 1540.0 real, 271.4 MB
[runlim] sample:		1529.2 time, 1550.0 real, 271.4 MB
[runlim] sample:		1539.0 time, 1560.0 real, 271.4 MB
[runlim] sample:		1548.9 time, 1570.0 real, 271.9 MB
[runlim] sample:		1558.6 time, 1580.0 real, 272.1 MB
[runlim] sample:		1568.5 time, 1590.0 real, 272.1 MB
[runlim] sample:		1578.3 time, 1600.0 real, 272.1 MB
[runlim] sample:		1588.1 time, 1610.0 real, 273.1 MB
[runlim] sample:		1598.0 time, 1620.0 real, 273.1 MB
[runlim] sample:		1607.8 time, 1630.0 real, 274.2 MB
[runlim] sample:		1617.8 time, 1640.0 real, 275.7 MB
[runlim] sample:		1627.6 time, 1650.0 real, 275.7 MB
[runlim] sample:		1637.6 time, 1660.0 real, 275.9 MB
[runlim] sample:		1647.3 time, 1670.0 real, 276.1 MB
[runlim] sample:		1657.2 time, 1680.0 real, 276.1 MB
[runlim] sample:		1667.0 time, 1690.0 real, 276.6 MB
[runlim] sample:		1676.9 time, 1700.0 real, 277.0 MB
[runlim] sample:		1686.8 time, 1710.0 real, 277.0 MB
[runlim] sample:		1696.6 time, 1720.0 real, 277.0 MB
[runlim] sample:		1706.5 time, 1730.0 real, 277.0 MB
[runlim] sample:		1716.4 time, 1740.0 real, 277.0 MB
[runlim] sample:		1726.3 time, 1750.0 real, 277.0 MB
[runlim] sample:		1736.1 time, 1760.0 real, 277.0 MB
[runlim] sample:		1745.9 time, 1770.0 real, 277.0 MB
[runlim] sample:		1755.8 time, 1780.0 real, 277.0 MB
[runlim] sample:		1765.7 time, 1790.0 real, 277.0 MB
[runlim] sample:		1775.5 time, 1800.0 real, 277.0 MB
[runlim] sample:		1785.5 time, 1810.0 real, 277.0 MB
[runlim] sample:		1795.3 time, 1820.0 real, 277.0 MB
[runlim] sample:		1805.1 time, 1830.0 real, 277.0 MB
[runlim] sample:		1814.9 time, 1840.0 real, 277.0 MB
[runlim] sample:		1824.9 time, 1850.0 real, 277.0 MB
[runlim] sample:		1834.8 time, 1860.0 real, 277.4 MB
[runlim] sample:		1844.5 time, 1870.0 real, 277.4 MB
[runlim] sample:		1854.3 time, 1880.0 real, 277.4 MB
[runlim] sample:		1864.2 time, 1890.0 real, 277.9 MB
[runlim] sample:		1874.0 time, 1900.0 real, 282.4 MB
[runlim] sample:		1883.9 time, 1910.0 real, 282.6 MB
[runlim] sample:		1893.8 time, 1920.0 real, 282.9 MB
[runlim] sample:		1903.5 time, 1930.0 real, 282.9 MB
[runlim] sample:		1913.4 time, 1940.0 real, 283.1 MB
[runlim] sample:		1923.2 time, 1950.0 real, 291.2 MB
[runlim] sample:		1933.2 time, 1960.0 real, 302.0 MB
[runlim] sample:		1943.1 time, 1970.0 real, 302.4 MB
[runlim] sample:		1953.0 time, 1980.0 real, 302.5 MB
[runlim] sample:		1962.9 time, 1990.0 real, 306.0 MB
[runlim] sample:		1972.7 time, 2000.0 real, 312.0 MB
[runlim] sample:		1982.6 time, 2010.0 real, 317.4 MB
[runlim] sample:		1992.5 time, 2020.0 real, 317.4 MB
[runlim] sample:		2002.4 time, 2030.0 real, 317.4 MB
[runlim] sample:		2012.2 time, 2040.0 real, 317.4 MB
[runlim] sample:		2022.2 time, 2050.0 real, 317.4 MB
[runlim] sample:		2032.0 time, 2060.0 real, 317.4 MB
[runlim] sample:		2041.9 time, 2070.0 real, 317.4 MB
[runlim] sample:		2051.8 time, 2080.0 real, 317.5 MB
[runlim] sample:		2061.8 time, 2090.0 real, 317.5 MB
[runlim] sample:		2071.5 time, 2100.0 real, 317.5 MB
[runlim] sample:		2081.3 time, 2110.0 real, 317.5 MB
[runlim] sample:		2091.1 time, 2120.0 real, 317.5 MB
[runlim] sample:		2101.0 time, 2130.0 real, 317.5 MB
[runlim] sample:		2110.9 time, 2140.0 real, 317.9 MB
[runlim] sample:		2120.7 time, 2150.0 real, 317.9 MB
[runlim] sample:		2130.7 time, 2160.0 real, 317.9 MB
[runlim] sample:		2140.6 time, 2170.0 real, 317.9 MB
[runlim] sample:		2150.5 time, 2180.0 real, 317.9 MB
[runlim] sample:		2160.3 time, 2190.0 real, 317.9 MB
[runlim] sample:		2170.1 time, 2200.0 real, 322.5 MB
[runlim] sample:		2180.1 time, 2210.0 real, 326.2 MB
[runlim] sample:		2190.1 time, 2220.0 real, 334.0 MB
[runlim] sample:		2200.0 time, 2230.0 real, 334.6 MB
[runlim] sample:		2209.9 time, 2240.0 real, 336.1 MB
[runlim] sample:		2219.7 time, 2250.0 real, 340.9 MB
[runlim] sample:		2229.6 time, 2260.0 real, 347.2 MB
[runlim] sample:		2239.5 time, 2270.0 real, 348.7 MB
[runlim] sample:		2249.4 time, 2280.0 real, 348.7 MB
[runlim] sample:		2259.4 time, 2290.0 real, 348.7 MB
[runlim] sample:		2269.3 time, 2300.0 real, 348.7 MB
[runlim] sample:		2279.2 time, 2310.0 real, 348.7 MB
[runlim] sample:		2289.0 time, 2320.0 real, 348.7 MB
[runlim] sample:		2298.8 time, 2330.0 real, 348.7 MB
[runlim] sample:		2308.6 time, 2340.0 real, 348.7 MB
[runlim] sample:		2318.6 time, 2350.0 real, 348.7 MB
[runlim] sample:		2328.3 time, 2360.0 real, 348.7 MB
[runlim] sample:		2338.3 time, 2370.0 real, 348.7 MB
[runlim] sample:		2348.1 time, 2380.0 real, 348.7 MB
[runlim] sample:		2358.0 time, 2390.0 real, 348.7 MB
[runlim] sample:		2367.9 time, 2400.0 real, 348.7 MB
[runlim] sample:		2377.8 time, 2410.0 real, 348.7 MB
[runlim] sample:		2387.7 time, 2420.0 real, 348.7 MB
[runlim] sample:		2397.6 time, 2430.0 real, 348.7 MB
[runlim] sample:		2407.4 time, 2440.0 real, 348.7 MB
[runlim] sample:		2417.2 time, 2450.0 real, 349.1 MB
[runlim] sample:		2427.0 time, 2460.0 real, 350.0 MB
[runlim] sample:		2436.9 time, 2470.0 real, 350.0 MB
[runlim] sample:		2446.7 time, 2480.0 real, 350.0 MB
[runlim] sample:		2456.5 time, 2490.0 real, 350.0 MB
[runlim] sample:		2466.3 time, 2500.0 real, 350.0 MB
[runlim] sample:		2476.2 time, 2510.0 real, 350.0 MB
[runlim] sample:		2486.0 time, 2520.0 real, 350.5 MB
[runlim] sample:		2495.9 time, 2530.0 real, 350.5 MB
[runlim] sample:		2505.9 time, 2540.0 real, 350.5 MB
[runlim] sample:		2515.9 time, 2550.0 real, 350.5 MB
[runlim] sample:		2525.8 time, 2560.0 real, 357.7 MB
[runlim] sample:		2535.6 time, 2570.0 real, 361.5 MB
[runlim] sample:		2545.4 time, 2580.0 real, 361.6 MB
[runlim] sample:		2555.4 time, 2590.0 real, 361.6 MB
[runlim] sample:		2565.3 time, 2600.0 real, 361.6 MB
[runlim] sample:		2575.2 time, 2610.0 real, 361.6 MB
[runlim] sample:		2585.0 time, 2620.0 real, 361.6 MB
[runlim] sample:		2594.7 time, 2630.0 real, 361.6 MB
[runlim] sample:		2604.5 time, 2640.0 real, 361.6 MB
[runlim] sample:		2614.4 time, 2650.0 real, 361.6 MB
[runlim] sample:		2624.2 time, 2660.0 real, 361.6 MB
[runlim] sample:		2634.1 time, 2670.0 real, 361.6 MB
[runlim] sample:		2643.8 time, 2680.0 real, 362.9 MB
[runlim] sample:		2653.7 time, 2690.0 real, 368.6 MB
[runlim] sample:		2663.6 time, 2700.0 real, 370.4 MB
[runlim] sample:		2673.3 time, 2710.0 real, 370.4 MB
[runlim] sample:		2683.2 time, 2720.0 real, 370.4 MB
[runlim] sample:		2693.2 time, 2730.0 real, 370.4 MB
[runlim] sample:		2703.0 time, 2740.0 real, 370.4 MB
[runlim] sample:		2713.0 time, 2750.0 real, 370.4 MB
[runlim] sample:		2722.9 time, 2760.0 real, 370.5 MB
[runlim] sample:		2732.8 time, 2770.0 real, 370.5 MB
[runlim] sample:		2742.8 time, 2780.0 real, 370.5 MB
[runlim] sample:		2752.6 time, 2790.0 real, 370.5 MB
[runlim] sample:		2762.5 time, 2800.0 real, 370.5 MB
[runlim] sample:		2772.2 time, 2810.0 real, 370.5 MB
[runlim] sample:		2782.2 time, 2820.0 real, 370.5 MB
[runlim] sample:		2792.1 time, 2830.0 real, 370.5 MB
[runlim] sample:		2802.0 time, 2840.0 real, 370.5 MB
[runlim] sample:		2811.8 time, 2850.0 real, 370.5 MB
[runlim] sample:		2821.7 time, 2860.0 real, 370.5 MB
[runlim] sample:		2831.6 time, 2870.0 real, 370.5 MB
[runlim] sample:		2841.5 time, 2880.0 real, 370.5 MB
[runlim] sample:		2851.5 time, 2890.0 real, 370.5 MB
[runlim] sample:		2861.3 time, 2900.0 real, 370.5 MB
[runlim] sample:		2871.2 time, 2910.0 real, 370.5 MB
[runlim] sample:		2881.1 time, 2920.0 real, 370.5 MB
[runlim] sample:		2890.9 time, 2930.0 real, 370.5 MB
[runlim] sample:		2900.8 time, 2940.0 real, 370.5 MB
[runlim] sample:		2910.5 time, 2950.0 real, 370.5 MB
[runlim] sample:		2920.4 time, 2960.0 real, 370.5 MB
[runlim] sample:		2930.2 time, 2970.0 real, 370.5 MB
[runlim] sample:		2940.0 time, 2980.0 real, 370.5 MB
[runlim] sample:		2949.8 time, 2990.0 real, 370.5 MB
[runlim] sample:		2959.7 time, 3000.0 real, 370.5 MB
[runlim] sample:		2969.7 time, 3010.0 real, 370.5 MB
[runlim] sample:		2979.6 time, 3020.0 real, 370.5 MB
[runlim] sample:		2989.5 time, 3030.0 real, 370.5 MB
[runlim] sample:		2999.4 time, 3040.0 real, 370.5 MB
[runlim] sample:		3009.2 time, 3050.0 real, 370.5 MB
[runlim] sample:		3019.1 time, 3060.0 real, 370.5 MB
[runlim] sample:		3029.1 time, 3070.0 real, 370.5 MB
[runlim] sample:		3039.0 time, 3080.0 real, 370.5 MB
[runlim] sample:		3048.9 time, 3090.0 real, 370.5 MB
[runlim] sample:		3058.8 time, 3100.0 real, 370.5 MB
[runlim] sample:		3068.7 time, 3110.0 real, 370.5 MB
[runlim] sample:		3078.6 time, 3120.0 real, 370.5 MB
[runlim] sample:		3088.3 time, 3130.0 real, 370.5 MB
[runlim] sample:		3098.2 time, 3140.0 real, 370.5 MB
[runlim] sample:		3108.1 time, 3150.0 real, 370.5 MB
[runlim] sample:		3117.9 time, 3160.0 real, 370.5 MB
[runlim] sample:		3127.7 time, 3170.0 real, 370.5 MB
[runlim] sample:		3137.6 time, 3180.0 real, 370.5 MB
[runlim] sample:		3147.5 time, 3190.0 real, 370.5 MB
[runlim] sample:		3157.3 time, 3200.0 real, 370.5 MB
[runlim] sample:		3167.2 time, 3210.0 real, 370.5 MB
[runlim] sample:		3177.1 time, 3220.0 real, 370.5 MB
[runlim] sample:		3186.9 time, 3230.0 real, 370.5 MB
[runlim] sample:		3196.8 time, 3240.0 real, 370.5 MB
[runlim] sample:		3206.7 time, 3250.0 real, 370.5 MB
[runlim] sample:		3216.6 time, 3260.0 real, 370.5 MB
[runlim] sample:		3226.6 time, 3270.0 real, 370.5 MB
[runlim] sample:		3236.5 time, 3280.0 real, 370.5 MB
[runlim] sample:		3246.4 time, 3290.0 real, 370.5 MB
[runlim] sample:		3256.3 time, 3300.0 real, 370.5 MB
[runlim] sample:		3266.3 time, 3310.0 real, 370.5 MB
[runlim] sample:		3276.2 time, 3320.0 real, 370.5 MB
[runlim] sample:		3286.1 time, 3330.0 real, 370.5 MB
[runlim] sample:		3296.0 time, 3340.0 real, 370.5 MB
[runlim] sample:		3305.8 time, 3350.0 real, 370.5 MB
[runlim] sample:		3315.6 time, 3360.0 real, 370.5 MB
[runlim] sample:		3325.5 time, 3370.0 real, 370.5 MB
[runlim] sample:		3335.4 time, 3380.0 real, 370.5 MB
[runlim] sample:		3345.3 time, 3390.0 real, 370.5 MB
[runlim] sample:		3355.1 time, 3400.0 real, 370.5 MB
[runlim] sample:		3364.9 time, 3410.0 real, 370.5 MB
[runlim] sample:		3374.8 time, 3420.0 real, 370.5 MB
[runlim] sample:		3384.6 time, 3430.0 real, 370.5 MB
[runlim] sample:		3394.5 time, 3440.0 real, 370.5 MB
[runlim] sample:		3404.3 time, 3450.0 real, 370.5 MB
[runlim] sample:		3414.2 time, 3460.0 real, 370.5 MB
[runlim] sample:		3424.1 time, 3470.0 real, 370.5 MB
[runlim] sample:		3434.1 time, 3480.0 real, 370.5 MB
[runlim] sample:		3443.8 time, 3490.0 real, 370.5 MB
[runlim] sample:		3453.7 time, 3500.0 real, 370.5 MB
[runlim] sample:		3463.6 time, 3510.0 real, 370.5 MB
[runlim] sample:		3473.2 time, 3520.0 real, 370.5 MB
[runlim] sample:		3483.1 time, 3530.0 real, 370.5 MB
[runlim] sample:		3493.1 time, 3540.0 real, 370.5 MB
[runlim] sample:		3502.9 time, 3550.0 real, 370.5 MB
[runlim] sample:		3512.9 time, 3560.0 real, 370.5 MB
[runlim] sample:		3522.7 time, 3570.0 real, 370.5 MB
[runlim] sample:		3532.6 time, 3580.0 real, 370.5 MB
[runlim] sample:		3542.4 time, 3590.0 real, 370.5 MB
[runlim] sample:		3552.4 time, 3600.0 real, 370.5 MB
[runlim] sample:		3562.3 time, 3610.0 real, 370.5 MB
[runlim] sample:		3572.2 time, 3620.0 real, 370.5 MB
[runlim] sample:		3582.0 time, 3630.0 real, 370.5 MB
[runlim] sample:		3591.9 time, 3640.0 real, 370.5 MB
[runlim] sample:		3601.7 time, 3650.0 real, 370.5 MB
[runlim] sample:		3611.5 time, 3660.0 real, 370.5 MB
[runlim] sample:		3621.4 time, 3670.0 real, 370.5 MB
[runlim] sample:		3631.3 time, 3680.0 real, 370.5 MB
[runlim] sample:		3641.2 time, 3690.0 real, 370.5 MB
[runlim] sample:		3651.1 time, 3700.0 real, 370.5 MB
[runlim] sample:		3660.9 time, 3710.0 real, 370.5 MB
[runlim] sample:		3670.9 time, 3720.0 real, 370.5 MB
[runlim] sample:		3680.7 time, 3730.0 real, 370.5 MB
[runlim] sample:		3690.6 time, 3740.0 real, 370.5 MB
[runlim] sample:		3700.5 time, 3750.0 real, 370.5 MB
[runlim] sample:		3710.4 time, 3760.0 real, 370.5 MB
[runlim] sample:		3720.2 time, 3770.0 real, 370.5 MB
[runlim] sample:		3730.1 time, 3780.0 real, 370.5 MB
[runlim] sample:		3739.9 time, 3790.0 real, 370.5 MB
[runlim] sample:		3749.9 time, 3800.0 real, 371.2 MB
[runlim] sample:		3759.8 time, 3810.0 real, 371.2 MB
[runlim] sample:		3769.6 time, 3820.0 real, 371.2 MB
[runlim] sample:		3779.4 time, 3830.0 real, 371.2 MB
[runlim] sample:		3789.3 time, 3840.0 real, 371.2 MB
[runlim] sample:		3799.1 time, 3850.0 real, 371.2 MB
[runlim] sample:		3809.0 time, 3860.0 real, 371.2 MB
[runlim] sample:		3818.9 time, 3870.0 real, 371.2 MB
[runlim] sample:		3828.8 time, 3880.0 real, 371.2 MB
[runlim] sample:		3838.6 time, 3890.0 real, 371.2 MB
[runlim] sample:		3848.5 time, 3900.0 real, 371.2 MB
[runlim] sample:		3858.4 time, 3910.0 real, 371.2 MB
[runlim] sample:		3868.3 time, 3920.0 real, 371.2 MB
[runlim] sample:		3878.2 time, 3930.0 real, 371.2 MB
[runlim] sample:		3888.1 time, 3940.0 real, 371.2 MB
[runlim] sample:		3898.0 time, 3950.0 real, 371.2 MB
[runlim] sample:		3907.8 time, 3960.0 real, 371.2 MB
[runlim] sample:		3917.7 time, 3970.0 real, 371.2 MB
[runlim] sample:		3927.5 time, 3980.0 real, 371.2 MB
[runlim] sample:		3937.4 time, 3990.0 real, 371.2 MB
[runlim] sample:		3947.3 time, 4000.0 real, 371.2 MB
[runlim] sample:		3957.2 time, 4010.0 real, 371.2 MB
[runlim] sample:		3967.1 time, 4020.0 real, 371.2 MB
[runlim] sample:		3976.9 time, 4030.0 real, 371.2 MB
[runlim] sample:		3986.7 time, 4040.0 real, 371.2 MB
[runlim] sample:		3996.5 time, 4050.0 real, 371.2 MB
[runlim] sample:		4006.4 time, 4060.0 real, 371.2 MB
[runlim] sample:		4016.3 time, 4070.0 real, 371.2 MB
[runlim] sample:		4026.2 time, 4080.0 real, 371.2 MB
[runlim] sample:		4036.0 time, 4090.0 real, 371.2 MB
[runlim] sample:		4045.8 time, 4100.0 real, 371.2 MB
[runlim] sample:		4055.7 time, 4110.0 real, 371.2 MB
[runlim] sample:		4065.6 time, 4120.0 real, 371.2 MB
[runlim] sample:		4075.4 time, 4130.0 real, 371.2 MB
[runlim] sample:		4085.2 time, 4140.0 real, 371.2 MB
[runlim] sample:		4095.2 time, 4150.0 real, 371.2 MB
[runlim] sample:		4105.1 time, 4160.0 real, 371.2 MB
[runlim] sample:		4115.1 time, 4170.0 real, 371.2 MB
[runlim] sample:		4124.9 time, 4180.0 real, 371.2 MB
[runlim] sample:		4134.8 time, 4190.0 real, 371.2 MB
[runlim] sample:		4144.7 time, 4200.0 real, 371.2 MB
[runlim] sample:		4154.7 time, 4210.0 real, 371.2 MB
[runlim] sample:		4164.4 time, 4220.0 real, 371.2 MB
[runlim] sample:		4174.3 time, 4230.0 real, 371.2 MB
[runlim] sample:		4184.3 time, 4240.0 real, 371.2 MB
[runlim] sample:		4194.1 time, 4250.0 real, 371.2 MB
[runlim] sample:		4204.0 time, 4260.0 real, 371.2 MB
[runlim] sample:		4213.8 time, 4270.0 real, 371.2 MB
[runlim] sample:		4223.7 time, 4280.0 real, 371.2 MB
[runlim] sample:		4233.6 time, 4290.0 real, 371.2 MB
[runlim] sample:		4243.5 time, 4300.0 real, 371.2 MB
[runlim] sample:		4253.3 time, 4310.0 real, 371.2 MB
[runlim] sample:		4263.2 time, 4320.0 real, 371.2 MB
[runlim] sample:		4273.2 time, 4330.0 real, 371.2 MB
[runlim] sample:		4283.0 time, 4340.0 real, 371.2 MB
[runlim] sample:		4292.7 time, 4350.0 real, 371.2 MB
[runlim] sample:		4302.5 time, 4360.0 real, 371.2 MB
[runlim] sample:		4312.4 time, 4370.0 real, 371.2 MB
[runlim] sample:		4322.4 time, 4380.0 real, 371.2 MB
