[runlim] version:		1.10
[runlim] sample:		538.3 time, 550.5 real, 101.0 MB
[runlim] sample:		548.2 time, 560.5 real, 101.0 MB
[runlim] sample:		558.2 time, 570.5 real, 101.0 MB
[runlim] sample:		568.2 time, 580.5 real, 101.6 MB
[runlim] sample:		578.1 time, 590.5 real, 101.6 MB
[runlim] sample:		588.1 time, 600.5 real, 83.9 MB
[runlim] sample:		597.9 time, 610.5 real, 84.4 MB
[runlim] sample:		607.7 time, 620.5 real, 95.1 MB
[runlim] sample:		617.6 time, 630.5 real, 98.9 MB
[runlim] sample:		627.6 time, 640.5 real, 99.5 MB
[runlim] sample:		637.5 time, 650.5 real, 99.8 MB
[runlim] sample:		647.5 time, 660.5 real, 100.1 MB
[runlim] sample:		657.4 time, 670.5 real, 91.5 MB
[runlim] sample:		667.3 time, 680.5 real, 91.5 MB
[runlim] sample:		677.2 time, 690.5 real, 93.6 MB
[runlim] sample:		687.1 time, 700.5 real, 93.7 MB
[runlim] sample:		697.1 time, 710.6 real, 93.8 MB
[runlim] sample:		707.0 time, 720.5 real, 94.0 MB
[runlim] sample:		717.0 time, 730.5 real, 94.4 MB
[runlim] sample:		726.9 time, 740.5 real, 94.4 MB
[runlim] sample:		736.7 time, 750.5 real, 103.2 MB
[runlim] sample:		746.6 time, 760.5 real, 104.9 MB
[runlim] sample:		756.5 time, 770.6 real, 104.9 MB
[runlim] sample:		766.4 time, 780.5 real, 104.9 MB
[runlim] sample:		776.5 time, 790.5 real, 104.9 MB
[runlim] sample:		786.2 time, 800.6 real, 105.3 MB
[runlim] sample:		796.1 time, 810.5 real, 105.3 MB
[runlim] sample:		806.0 time, 820.5 real, 105.4 MB
[runlim] sample:		815.9 time, 830.5 real, 106.6 MB
[runlim] sample:		825.9 time, 840.5 real, 108.7 MB
[runlim] sample:		835.9 time, 850.5 real, 108.7 MB
[runlim] sample:		845.9 time, 860.5 real, 108.7 MB
[runlim] sample:		855.8 time, 870.5 real, 108.7 MB
[runlim] sample:		865.7 time, 880.5 real, 108.7 MB
[runlim] sample:		875.6 time, 890.5 real, 108.8 MB
[runlim] sample:		885.4 time, 900.5 real, 108.8 MB
[runlim] sample:		895.1 time, 910.5 real, 108.8 MB
[runlim] sample:		905.0 time, 920.5 real, 91.3 MB
[runlim] sample:		914.9 time, 930.5 real, 91.3 MB
[runlim] sample:		924.7 time, 940.5 real, 91.3 MB
[runlim] sample:		934.6 time, 950.5 real, 91.4 MB
[runlim] sample:		944.5 time, 960.5 real, 94.7 MB
[runlim] sample:		954.5 time, 970.5 real, 95.0 MB
[runlim] sample:		964.3 time, 980.5 real, 95.0 MB
[runlim] sample:		974.3 time, 990.5 real, 100.4 MB
[runlim] sample:		984.1 time, 1000.5 real, 103.2 MB
[runlim] sample:		993.9 time, 1010.5 real, 103.2 MB
[runlim] sample:		1003.8 time, 1020.5 real, 103.2 MB
[runlim] sample:		1013.8 time, 1030.5 real, 103.2 MB
[runlim] sample:		1023.5 time, 1040.5 real, 103.2 MB
[runlim] sample:		1033.3 time, 1050.5 real, 103.2 MB
[runlim] sample:		1043.3 time, 1060.5 real, 85.2 MB
[runlim] sample:		1052.7 time, 1070.5 real, 85.2 MB
[runlim] sample:		1062.5 time, 1080.5 real, 85.2 MB
[runlim] sample:		1071.9 time, 1090.5 real, 85.3 MB
[runlim] sample:		1081.6 time, 1100.5 real, 85.3 MB
[runlim] sample:		1091.3 time, 1110.5 real, 85.3 MB
[runlim] sample:		1101.1 time, 1120.5 real, 85.3 MB
[runlim] sample:		1110.8 time, 1130.5 real, 85.3 MB
[runlim] sample:		1120.7 time, 1140.5 real, 85.3 MB
[runlim] sample:		1130.6 time, 1150.5 real, 88.0 MB
[runlim] sample:		1140.5 time, 1160.5 real, 88.0 MB
[runlim] sample:		1150.5 time, 1170.5 real, 88.0 MB
[runlim] sample:		1160.4 time, 1180.5 real, 88.0 MB
[runlim] sample:		1170.0 time, 1190.5 real, 88.0 MB
[runlim] sample:		1179.8 time, 1200.5 real, 90.8 MB
[runlim] sample:		1189.5 time, 1210.5 real, 90.8 MB
[runlim] sample:		1199.2 time, 1220.5 real, 90.8 MB
[runlim] sample:		1209.0 time, 1230.5 real, 90.8 MB
[runlim] sample:		1218.8 time, 1240.5 real, 91.2 MB
[runlim] sample:		1228.7 time, 1250.5 real, 91.2 MB
[runlim] sample:		1238.7 time, 1260.5 real, 91.2 MB
[runlim] sample:		1248.5 time, 1270.5 real, 91.2 MB
[runlim] sample:		1258.4 time, 1280.5 real, 91.2 MB
[runlim] sample:		1268.4 time, 1290.5 real, 91.2 MB
[runlim] sample:		1278.2 time, 1300.5 real, 91.7 MB
[runlim] sample:		1288.2 time, 1310.5 real, 91.7 MB
[runlim] sample:		1298.1 time, 1320.5 real, 91.7 MB
[runlim] sample:		1308.0 time, 1330.5 real, 91.7 MB
[runlim] sample:		1317.8 time, 1340.5 real, 91.8 MB
[runlim] sample:		1327.7 time, 1350.5 real, 94.3 MB
[runlim] sample:		1337.7 time, 1360.5 real, 97.5 MB
[runlim] sample:		1347.7 time, 1370.5 real, 97.5 MB
[runlim] sample:		1357.6 time, 1380.5 real, 97.6 MB
[runlim] sample:		1367.5 time, 1390.5 real, 97.7 MB
[runlim] sample:		1377.5 time, 1400.5 real, 98.2 MB
[runlim] sample:		1387.4 time, 1410.5 real, 98.2 MB
[runlim] sample:		1397.2 time, 1420.5 real, 99.0 MB
[runlim] sample:		1407.2 time, 1430.5 real, 99.0 MB
[runlim] sample:		1417.2 time, 1440.5 real, 99.0 MB
[runlim] sample:		1426.9 time, 1450.5 real, 99.0 MB
[runlim] sample:		1436.8 time, 1460.5 real, 99.0 MB
[runlim] sample:		1446.7 time, 1470.5 real, 99.5 MB
[runlim] sample:		1456.5 time, 1480.5 real, 99.8 MB
[runlim] sample:		1466.4 time, 1490.5 real, 99.8 MB
[runlim] sample:		1476.3 time, 1500.5 real, 99.8 MB
[runlim] sample:		1486.2 time, 1510.5 real, 99.8 MB
[runlim] sample:		1496.1 time, 1520.5 real, 99.8 MB
[runlim] sample:		1505.9 time, 1530.5 real, 99.8 MB
[runlim] sample:		1515.9 time, 1540.5 real, 99.8 MB
[runlim] sample:		1525.8 time, 1550.5 real, 99.8 MB
[runlim] sample:		1535.7 time, 1560.5 real, 99.8 MB
[runlim] sample:		1545.5 time, 1570.5 real, 99.8 MB
[runlim] sample:		1555.2 time, 1580.5 real, 99.8 MB
[runlim] sample:		1565.1 time, 1590.5 real, 99.8 MB
[runlim] sample:		1574.9 time, 1600.5 real, 99.8 MB
[runlim] sample:		1584.8 time, 1610.5 real, 99.8 MB
[runlim] sample:		1594.5 time, 1620.5 real, 99.8 MB
[runlim] sample:		1603.5 time, 1630.5 real, 100.0 MB
[runlim] sample:		1613.4 time, 1640.5 real, 100.0 MB
[runlim] sample:		1622.9 time, 1650.5 real, 100.0 MB
[runlim] sample:		1632.5 time, 1660.5 real, 100.0 MB
[runlim] sample:		1642.4 time, 1670.5 real, 100.0 MB
[runlim] sample:		1651.8 time, 1680.5 real, 100.0 MB
[runlim] sample:		1660.9 time, 1690.5 real, 100.0 MB
[runlim] sample:		1670.1 time, 1700.5 real, 100.0 MB
[runlim] sample:		1679.4 time, 1710.5 real, 100.0 MB
[runlim] sample:		1688.7 time, 1720.5 real, 100.0 MB
[runlim] sample:		1697.9 time, 1730.5 real, 100.0 MB
[runlim] sample:		1707.2 time, 1740.5 real, 100.0 MB
[runlim] sample:		1716.4 time, 1750.5 real, 100.0 MB
[runlim] sample:		1725.9 time, 1760.5 real, 100.0 MB
[runlim] sample:		1735.3 time, 1770.5 real, 100.0 MB
[runlim] sample:		1744.7 time, 1780.5 real, 100.0 MB
[runlim] sample:		1754.7 time, 1790.5 real, 100.0 MB
[runlim] sample:		1764.3 time, 1800.5 real, 100.0 MB
[runlim] sample:		1774.0 time, 1810.5 real, 100.0 MB
[runlim] sample:		1784.0 time, 1820.5 real, 100.0 MB
[runlim] sample:		1793.8 time, 1830.5 real, 100.0 MB
[runlim] sample:		1803.7 time, 1840.5 real, 100.0 MB
[runlim] sample:		1813.6 time, 1850.5 real, 100.0 MB
[runlim] sample:		1823.4 time, 1860.5 real, 100.0 MB
[runlim] sample:		1832.8 time, 1870.5 real, 100.0 MB
[runlim] sample:		1842.8 time, 1880.5 real, 100.0 MB
[runlim] sample:		1852.8 time, 1890.5 real, 100.0 MB
[runlim] sample:		1862.6 time, 1900.5 real, 100.0 MB
[runlim] sample:		1872.5 time, 1910.5 real, 100.0 MB
[runlim] sample:		1882.3 time, 1920.5 real, 100.0 MB
[runlim] sample:		1892.2 time, 1930.5 real, 100.0 MB
[runlim] sample:		1901.9 time, 1940.5 real, 100.0 MB
[runlim] sample:		1911.9 time, 1950.5 real, 100.0 MB
[runlim] sample:		1921.8 time, 1960.5 real, 100.0 MB
[runlim] sample:		1931.7 time, 1970.5 real, 100.0 MB
[runlim] sample:		1941.5 time, 1980.5 real, 100.0 MB
[runlim] sample:		1951.4 time, 1990.5 real, 100.0 MB
[runlim] sample:		1961.4 time, 2000.5 real, 100.0 MB
[runlim] sample:		1971.3 time, 2010.5 real, 100.0 MB
[runlim] sample:		1981.3 time, 2020.5 real, 100.0 MB
[runlim] sample:		1991.2 time, 2030.5 real, 100.0 MB
[runlim] sample:		2001.2 time, 2040.5 real, 100.0 MB
[runlim] sample:		2011.1 time, 2050.5 real, 100.0 MB
[runlim] sample:		2021.0 time, 2060.5 real, 100.0 MB
[runlim] sample:		2030.5 time, 2070.5 real, 100.0 MB
[runlim] sample:		2040.4 time, 2080.5 real, 100.0 MB
[runlim] sample:		2050.2 time, 2090.5 real, 100.0 MB
[runlim] sample:		2060.2 time, 2100.5 real, 100.0 MB
[runlim] sample:		2070.1 time, 2110.5 real, 100.0 MB
[runlim] sample:		2080.0 time, 2120.5 real, 100.0 MB
[runlim] sample:		2089.9 time, 2130.5 real, 100.0 MB
[runlim] sample:		2099.7 time, 2140.5 real, 100.0 MB
[runlim] sample:		2109.5 time, 2150.5 real, 100.0 MB
[runlim] sample:		2119.4 time, 2160.5 real, 100.0 MB
[runlim] sample:		2128.8 time, 2170.5 real, 100.0 MB
[runlim] sample:		2138.6 time, 2180.5 real, 100.0 MB
[runlim] sample:		2148.6 time, 2190.5 real, 100.0 MB
[runlim] sample:		2158.5 time, 2200.5 real, 100.0 MB
[runlim] sample:		2168.3 time, 2210.5 real, 100.0 MB
[runlim] sample:		2178.1 time, 2220.5 real, 100.0 MB
[runlim] sample:		2187.9 time, 2230.5 real, 100.0 MB
[runlim] sample:		2197.7 time, 2240.5 real, 100.0 MB
[runlim] sample:		2207.6 time, 2250.5 real, 100.0 MB
[runlim] sample:		2217.6 time, 2260.6 real, 100.0 MB
[runlim] sample:		2227.5 time, 2270.5 real, 100.0 MB
[runlim] sample:		2237.3 time, 2280.5 real, 100.0 MB
[runlim] sample:		2247.2 time, 2290.5 real, 100.0 MB
[runlim] sample:		2257.2 time, 2300.5 real, 100.0 MB
[runlim] sample:		2267.0 time, 2310.5 real, 100.0 MB
[runlim] sample:		2276.9 time, 2320.5 real, 100.0 MB
[runlim] sample:		2286.7 time, 2330.5 real, 100.0 MB
[runlim] sample:		2296.6 time, 2340.5 real, 100.0 MB
[runlim] sample:		2306.2 time, 2350.5 real, 100.0 MB
[runlim] sample:		2316.0 time, 2360.5 real, 100.0 MB
[runlim] sample:		2325.9 time, 2370.5 real, 100.0 MB
[runlim] sample:		2335.8 time, 2380.5 real, 100.0 MB
[runlim] sample:		2345.7 time, 2390.5 real, 100.0 MB
[runlim] sample:		2355.7 time, 2400.5 real, 100.0 MB
[runlim] sample:		2365.4 time, 2410.5 real, 100.0 MB
[runlim] sample:		2375.3 time, 2420.5 real, 100.0 MB
[runlim] sample:		2384.8 time, 2430.5 real, 100.0 MB
[runlim] sample:		2394.7 time, 2440.5 real, 100.1 MB
[runlim] sample:		2404.6 time, 2450.5 real, 100.1 MB
[runlim] sample:		2414.6 time, 2460.5 real, 100.1 MB
[runlim] sample:		2424.6 time, 2470.5 real, 100.1 MB
[runlim] sample:		2434.5 time, 2480.5 real, 100.1 MB
[runlim] sample:		2444.5 time, 2490.5 real, 100.1 MB
[runlim] sample:		2454.5 time, 2500.5 real, 100.1 MB
[runlim] sample:		2464.4 time, 2510.5 real, 100.1 MB
[runlim] sample:		2474.4 time, 2520.5 real, 100.1 MB
[runlim] sample:		2484.4 time, 2530.5 real, 100.1 MB
[runlim] sample:		2494.3 time, 2540.5 real, 100.1 MB
[runlim] sample:		2504.2 time, 2550.5 real, 100.1 MB
[runlim] sample:		2514.2 time, 2560.5 real, 100.1 MB
[runlim] sample:		2524.0 time, 2570.5 real, 100.1 MB
[runlim] sample:		2534.0 time, 2580.5 real, 100.5 MB
[runlim] sample:		2543.9 time, 2590.5 real, 100.5 MB
[runlim] sample:		2553.9 time, 2600.5 real, 100.5 MB
[runlim] sample:		2563.9 time, 2610.5 real, 100.5 MB
[runlim] sample:		2573.7 time, 2620.5 real, 100.5 MB
[runlim] sample:		2583.6 time, 2630.5 real, 100.5 MB
[runlim] sample:		2593.4 time, 2640.5 real, 100.5 MB
[runlim] sample:		2603.3 time, 2650.5 real, 100.5 MB
[runlim] sample:		2613.2 time, 2660.5 real, 100.5 MB
[runlim] sample:		2623.0 time, 2670.5 real, 100.5 MB
[runlim] sample:		2632.9 time, 2680.5 real, 100.5 MB
[runlim] sample:		2642.8 time, 2690.5 real, 100.5 MB
[runlim] sample:		2652.8 time, 2700.5 real, 100.5 MB
[runlim] sample:		2662.4 time, 2710.5 real, 100.5 MB
[runlim] sample:		2672.3 time, 2720.5 real, 100.5 MB
[runlim] sample:		2682.2 time, 2730.5 real, 100.5 MB
[runlim] sample:		2692.1 time, 2740.5 real, 100.5 MB
[runlim] sample:		2702.1 time, 2750.5 real, 100.5 MB
[runlim] sample:		2712.1 time, 2760.5 real, 100.5 MB
[runlim] sample:		2721.9 time, 2770.5 real, 100.5 MB
[runlim] sample:		2731.7 time, 2780.5 real, 100.5 MB
[runlim] sample:		2741.4 time, 2790.5 real, 100.5 MB
[runlim] sample:		2751.1 time, 2800.5 real, 100.5 MB
[runlim] sample:		2760.7 time, 2810.5 real, 100.5 MB
[runlim] sample:		2770.2 time, 2820.5 real, 100.5 MB
[runlim] sample:		2779.8 time, 2830.5 real, 100.5 MB
[runlim] sample:		2789.6 time, 2840.5 real, 100.5 MB
[runlim] sample:		2799.3 time, 2850.5 real, 100.5 MB
[runlim] sample:		2808.8 time, 2860.5 real, 100.5 MB
[runlim] sample:		2818.1 time, 2870.5 real, 100.5 MB
[runlim] sample:		2827.9 time, 2880.5 real, 100.5 MB
[runlim] sample:		2837.8 time, 2890.5 real, 100.5 MB
[runlim] sample:		2847.7 time, 2900.5 real, 100.5 MB
[runlim] sample:		2857.7 time, 2910.5 real, 100.5 MB
[runlim] sample:		2867.5 time, 2920.5 real, 100.5 MB
[runlim] sample:		2877.4 time, 2930.5 real, 100.5 MB
[runlim] sample:		2887.4 time, 2940.5 real, 100.5 MB
[runlim] sample:		2897.3 time, 2950.5 real, 100.5 MB
[runlim] sample:		2907.2 time, 2960.5 real, 100.5 MB
[runlim] sample:		2917.2 time, 2970.5 real, 100.5 MB
[runlim] sample:		2927.1 time, 2980.5 real, 100.5 MB
[runlim] sample:		2937.0 time, 2990.5 real, 100.5 MB
[runlim] sample:		2946.9 time, 3000.5 real, 100.5 MB
[runlim] sample:		2956.8 time, 3010.5 real, 100.5 MB
[runlim] sample:		2966.7 time, 3020.5 real, 100.5 MB
[runlim] sample:		2976.6 time, 3030.5 real, 100.5 MB
[runlim] sample:		2986.4 time, 3040.5 real, 100.5 MB
[runlim] sample:		2996.3 time, 3050.5 real, 100.5 MB
[runlim] sample:		3006.2 time, 3060.5 real, 100.5 MB
[runlim] sample:		3016.0 time, 3070.5 real, 100.5 MB
[runlim] sample:		3025.9 time, 3080.5 real, 100.5 MB
[runlim] sample:		3035.7 time, 3090.5 real, 100.5 MB
[runlim] sample:		3045.6 time, 3100.5 real, 100.5 MB
[runlim] sample:		3055.5 time, 3110.5 real, 100.5 MB
[runlim] sample:		3065.4 time, 3120.5 real, 100.5 MB
[runlim] sample:		3075.4 time, 3130.5 real, 101.1 MB
[runlim] sample:		3085.4 time, 3140.5 real, 101.1 MB
[runlim] sample:		3095.4 time, 3150.5 real, 101.1 MB
[runlim] sample:		3105.2 time, 3160.5 real, 101.1 MB
[runlim] sample:		3115.1 time, 3170.5 real, 101.1 MB
[runlim] sample:		3125.0 time, 3180.5 real, 101.1 MB
[runlim] sample:		3134.9 time, 3190.5 real, 101.1 MB
[runlim] sample:		3144.8 time, 3200.5 real, 101.1 MB
[runlim] sample:		3154.6 time, 3210.5 real, 101.1 MB
[runlim] sample:		3164.5 time, 3220.5 real, 101.1 MB
[runlim] sample:		3174.4 time, 3230.5 real, 101.1 MB
[runlim] sample:		3184.2 time, 3240.5 real, 101.1 MB
[runlim] sample:		3194.2 time, 3250.5 real, 101.2 MB
[runlim] sample:		3204.0 time, 3260.5 real, 101.2 MB
[runlim] sample:		3214.0 time, 3270.5 real, 101.2 MB
[runlim] sample:		3224.0 time, 3280.5 real, 101.2 MB
[runlim] sample:		3233.8 time, 3290.5 real, 101.2 MB
[runlim] sample:		3243.8 time, 3300.5 real, 101.2 MB
[runlim] sample:		3253.7 time, 3310.5 real, 101.2 MB
[runlim] sample:		3263.6 time, 3320.5 real, 101.2 MB
[runlim] sample:		3273.4 time, 3330.5 real, 101.2 MB
[runlim] sample:		3283.3 time, 3340.5 real, 101.2 MB
[runlim] sample:		3293.1 time, 3350.5 real, 101.2 MB
[runlim] sample:		3303.0 time, 3360.5 real, 101.2 MB
[runlim] sample:		3312.7 time, 3370.5 real, 101.2 MB
[runlim] sample:		3322.6 time, 3380.5 real, 101.2 MB
[runlim] sample:		3332.4 time, 3390.5 real, 101.2 MB
[runlim] sample:		3342.3 time, 3400.5 real, 101.2 MB
[runlim] sample:		3352.2 time, 3410.5 real, 101.2 MB
[runlim] sample:		3362.0 time, 3420.5 real, 101.2 MB
[runlim] sample:		3371.9 time, 3430.5 real, 101.2 MB
[runlim] sample:		3381.8 time, 3440.5 real, 101.2 MB
[runlim] sample:		3391.8 time, 3450.5 real, 101.2 MB
[runlim] sample:		3401.8 time, 3460.5 real, 101.2 MB
[runlim] sample:		3411.7 time, 3470.5 real, 101.2 MB
[runlim] sample:		3421.7 time, 3480.5 real, 101.2 MB
[runlim] sample:		3431.6 time, 3490.5 real, 101.2 MB
[runlim] sample:		3441.6 time, 3500.5 real, 101.2 MB
[runlim] sample:		3451.5 time, 3510.5 real, 101.2 MB
[runlim] sample:		3461.5 time, 3520.5 real, 101.2 MB
[runlim] sample:		3471.3 time, 3530.5 real, 101.2 MB
[runlim] sample:		3481.2 time, 3540.5 real, 101.2 MB
[runlim] sample:		3491.0 time, 3550.5 real, 101.2 MB
[runlim] sample:		3500.8 time, 3560.5 real, 101.2 MB
[runlim] sample:		3510.8 time, 3570.5 real, 101.2 MB
[runlim] sample:		3520.7 time, 3580.5 real, 101.2 MB
[runlim] sample:		3530.6 time, 3590.5 real, 101.2 MB
[runlim] sample:		3540.5 time, 3600.5 real, 101.2 MB
[runlim] sample:		3550.4 time, 3610.5 real, 101.2 MB
[runlim] sample:		3560.4 time, 3620.5 real, 101.2 MB
[runlim] sample:		3570.4 time, 3630.5 real, 101.2 MB
[runlim] sample:		3580.3 time, 3640.5 real, 101.2 MB
[runlim] sample:		3590.2 time, 3650.5 real, 101.2 MB
[runlim] sample:		3600.1 time, 3660.5 real, 101.2 MB
[runlim] sample:		3610.1 time, 3670.5 real, 101.2 MB
[runlim] sample:		3620.1 time, 3680.5 real, 101.2 MB
[runlim] sample:		3630.0 time, 3690.5 real, 101.2 MB
[runlim] sample:		3639.9 time, 3700.5 real, 101.2 MB
[runlim] sample:		3649.6 time, 3710.5 real, 101.2 MB
[runlim] sample:		3659.5 time, 3720.5 real, 101.2 MB
[runlim] sample:		3669.4 time, 3730.5 real, 101.2 MB
[runlim] sample:		3679.4 time, 3740.5 real, 101.2 MB
[runlim] sample:		3689.4 time, 3750.5 real, 101.2 MB
[runlim] sample:		3698.7 time, 3760.5 real, 101.2 MB
[runlim] sample:		3708.3 time, 3770.5 real, 101.2 MB
[runlim] sample:		3717.9 time, 3780.5 real, 101.2 MB
[runlim] sample:		3727.3 time, 3790.5 real, 101.2 MB
[runlim] sample:		3737.3 time, 3800.5 real, 101.2 MB
[runlim] sample:		3747.2 time, 3810.5 real, 101.2 MB
[runlim] sample:		3756.9 time, 3820.5 real, 101.2 MB
[runlim] sample:		3766.6 time, 3830.5 real, 101.2 MB
[runlim] sample:		3776.5 time, 3840.5 real, 101.2 MB
[runlim] sample:		3786.2 time, 3850.5 real, 101.2 MB
[runlim] sample:		3796.1 time, 3860.5 real, 101.2 MB
[runlim] sample:		3806.0 time, 3870.5 real, 101.2 MB
[runlim] sample:		3815.9 time, 3880.5 real, 101.2 MB
[runlim] sample:		3825.8 time, 3890.5 real, 101.2 MB
[runlim] sample:		3835.8 time, 3900.5 real, 101.2 MB
[runlim] sample:		3845.8 time, 3910.5 real, 101.2 MB
[runlim] sample:		3855.6 time, 3920.5 real, 101.2 MB
[runlim] sample:		3865.5 time, 3930.5 real, 101.2 MB
[runlim] sample:		3875.5 time, 3940.5 real, 101.2 MB
[runlim] sample:		3885.3 time, 3950.5 real, 101.2 MB
[runlim] sample:		3895.0 time, 3960.5 real, 101.2 MB
[runlim] sample:		3904.9 time, 3970.5 real, 101.2 MB
[runlim] sample:		3914.8 time, 3980.5 real, 101.2 MB
[runlim] sample:		3924.7 time, 3990.5 real, 101.2 MB
[runlim] sample:		3934.6 time, 4000.5 real, 101.2 MB
[runlim] sample:		3944.5 time, 4010.5 real, 101.2 MB
[runlim] sample:		3954.4 time, 4020.5 real, 101.2 MB
[runlim] sample:		3964.2 time, 4030.5 real, 101.2 MB
[runlim] sample:		3974.1 time, 4040.5 real, 101.2 MB
[runlim] sample:		3984.1 time, 4050.5 real, 101.2 MB
[runlim] sample:		3993.8 time, 4060.5 real, 101.2 MB
[runlim] sample:		4003.8 time, 4070.5 real, 101.2 MB
[runlim] sample:		4013.7 time, 4080.5 real, 101.2 MB
[runlim] sample:		4023.7 time, 4090.5 real, 101.2 MB
[runlim] sample:		4033.4 time, 4100.5 real, 101.2 MB
[runlim] sample:		4043.3 time, 4110.5 real, 101.2 MB
[runlim] sample:		4053.3 time, 4120.5 real, 101.2 MB
[runlim] sample:		4063.2 time, 4130.5 real, 101.2 MB
[runlim] sample:		4073.1 time, 4140.5 real, 102.0 MB
[runlim] sample:		4083.0 time, 4150.5 real, 93.2 MB
[runlim] sample:		4093.0 time, 4160.5 real, 101.1 MB
[runlim] sample:		4102.9 time, 4170.5 real, 107.1 MB
[runlim] sample:		4112.9 time, 4180.5 real, 111.7 MB
[runlim] sample:		4122.7 time, 4190.5 real, 114.1 MB
[runlim] sample:		4132.7 time, 4200.5 real, 135.0 MB
[runlim] sample:		4142.4 time, 4210.5 real, 136.7 MB
[runlim] sample:		4152.3 time, 4220.5 real, 137.4 MB
[runlim] sample:		4162.1 time, 4230.5 real, 136.7 MB
[runlim] sample:		4172.0 time, 4240.5 real, 137.4 MB
[runlim] sample:		4181.9 time, 4250.5 real, 139.5 MB
[runlim] sample:		4191.5 time, 4260.5 real, 114.4 MB
[runlim] sample:		4201.5 time, 4270.5 real, 114.7 MB
[runlim] sample:		4211.2 time, 4280.5 real, 116.2 MB
[runlim] sample:		4221.2 time, 4290.5 real, 117.4 MB
[runlim] sample:		4231.1 time, 4300.5 real, 127.8 MB
[runlim] sample:		4241.0 time, 4310.5 real, 132.9 MB
[runlim] sample:		4250.9 time, 4320.5 real, 156.2 MB
[runlim] sample:		4260.9 time, 4330.5 real, 163.2 MB
[runlim] sample:		4270.9 time, 4340.5 real, 165.0 MB
[runlim] sample:		4280.8 time, 4350.5 real, 166.4 MB
[runlim] sample:		4290.8 time, 4360.5 real, 166.8 MB
[runlim] sample:		4300.7 time, 4370.5 real, 167.8 MB
[runlim] sample:		4310.7 time, 4380.5 real, 168.4 MB
